,word,color,response,reaction_time,is_correct,time
255,BLUE,green,green,4350.0,True,"Apr 02, 2025 08:57 AM"
256,BLUE,blue,blue,2099.0,True,"Apr 02, 2025 08:57 AM"
257,YELLOW,green,green,2149.0,True,"Apr 02, 2025 08:57 AM"
258,BLUE,red,red,1899.0,True,"Apr 02, 2025 08:57 AM"
259,YELLOW,yellow,yellow,2694.0,True,"Apr 02, 2025 08:59 AM"
260,GREEN,blue,blue,1638.0,True,"Apr 02, 2025 08:59 AM"
261,YELLOW,red,red,1879.0,True,"Apr 02, 2025 08:59 AM"
262,YELLOW,blue,blue,3351.0,True,"Apr 02, 2025 08:59 AM"
263,GREEN,yellow,yellow,892.0,True,"Apr 02, 2025 08:59 AM"
264,RED,red,red,2107.0,True,"Apr 02, 2025 08:59 AM"
265,YELLOW,yellow,yellow,1226.0,True,"Apr 02, 2025 08:59 AM"
266,GREEN,blue,blue,1440.0,True,"Apr 02, 2025 08:59 AM"
267,BLUE,red,red,1220.0,True,"Apr 02, 2025 08:59 AM"
268,YELLOW,blue,blue,5768.0,True,"Apr 03, 2025 10:34 AM"
269,BLUE,blue,blue,2264.0,True,"Apr 03, 2025 10:34 AM"
270,RED,green,green,2682.0,True,"Apr 03, 2025 10:34 AM"
271,YELLOW,green,green,1883.0,True,"Apr 03, 2025 10:34 AM"
272,GREEN,green,green,2098.0,True,"Apr 03, 2025 10:34 AM"
273,BLUE,green,blue,3178.0,False,"Apr 03, 2025 10:34 AM"
274,GREEN,red,red,2131.0,True,"Apr 03, 2025 10:34 AM"
275,YELLOW,yellow,yellow,3197.0,True,"Apr 03, 2025 10:34 AM"
276,YELLOW,blue,blue,2838.0,True,"Apr 03, 2025 10:36 AM"
277,RED,blue,blue,1942.0,True,"Apr 03, 2025 10:36 AM"
278,RED,blue,blue,1278.0,True,"Apr 03, 2025 10:37 AM"
279,GREEN,red,red,1846.0,True,"Apr 03, 2025 10:37 AM"
280,BLUE,red,red,3194.0,True,"Apr 02, 2025 08:54 AM"
281,YELLOW,green,green,5399.0,True,"Apr 02, 2025 08:57 AM"
282,GREEN,blue,blue,3231.0,True,"Apr 02, 2025 08:57 AM"
283,GREEN,red,green,2683.0,False,"Apr 02, 2025 08:57 AM"
284,YELLOW,yellow,yellow,1417.0,True,"Apr 02, 2025 08:57 AM"
285,BLUE,green,green,2781.0,True,"Apr 02, 2025 08:57 AM"
286,RED,green,green,2383.0,True,"Apr 02, 2025 08:57 AM"
287,YELLOW,blue,blue,5616.0,True,"Apr 02, 2025 08:59 AM"
288,BLUE,yellow,yellow,5057.0,True,"Apr 02, 2025 08:59 AM"
289,BLUE,green,green,4970.0,True,"Apr 02, 2025 08:59 AM"
290,BLUE,green,green,993.0,True,"Apr 02, 2025 08:59 AM"
291,RED,yellow,yellow,1180.0,True,"Apr 02, 2025 08:59 AM"
292,RED,red,red,888.0,True,"Apr 02, 2025 08:59 AM"
293,YELLOW,yellow,yellow,2967.0,True,"Apr 02, 2025 08:59 AM"
294,RED,yellow,yellow,1787.0,True,"Apr 02, 2025 08:59 AM"
295,BLUE,blue,blue,1432.0,True,"Apr 02, 2025 08:59 AM"
296,GREEN,yellow,yellow,3139.0,True,"Apr 02, 2025 09:00 AM"
297,BLUE,red,red,1616.0,True,"Apr 02, 2025 08:57 AM"
298,BLUE,red,red,2383.0,True,"Apr 02, 2025 08:57 AM"
299,YELLOW,blue,blue,4116.0,True,"Apr 02, 2025 08:57 AM"
300,YELLOW,blue,blue,2983.0,True,"Apr 02, 2025 08:57 AM"
301,BLUE,green,green,1683.0,True,"Apr 02, 2025 08:57 AM"
302,RED,blue,blue,1284.0,True,"Apr 02, 2025 08:59 AM"
303,YELLOW,blue,blue,2096.0,True,"Apr 02, 2025 08:59 AM"
304,GREEN,green,green,2031.0,True,"Apr 02, 2025 08:59 AM"
305,RED,yellow,yellow,4845.0,True,"Apr 02, 2025 08:59 AM"
306,GREEN,blue,blue,1811.0,True,"Apr 02, 2025 08:59 AM"
307,BLUE,green,green,1689.0,True,"Apr 02, 2025 08:59 AM"
308,YELLOW,green,green,3119.0,True,"Apr 02, 2025 08:59 AM"
309,YELLOW,red,red,1306.0,True,"Apr 02, 2025 08:59 AM"
310,GREEN,blue,blue,1477.0,True,"Apr 02, 2025 08:59 AM"
311,GREEN,blue,blue,3782.0,True,"Apr 02, 2025 08:59 AM"
312,GREEN,green,green,2200.0,True,"Apr 02, 2025 08:57 AM"
313,RED,yellow,yellow,1867.0,True,"Apr 02, 2025 08:57 AM"
314,YELLOW,green,green,5112.0,True,"Apr 02, 2025 08:57 AM"
315,BLUE,green,green,6846.0,True,"Apr 02, 2025 08:59 AM"
316,YELLOW,green,yellow,2628.0,False,"Apr 02, 2025 08:59 AM"
317,GREEN,red,red,2045.0,True,"Apr 02, 2025 08:59 AM"
318,BLUE,red,red,2332.0,True,"Apr 02, 2025 08:59 AM"
319,BLUE,blue,blue,1149.0,True,"Apr 02, 2025 08:59 AM"
320,RED,red,red,945.0,True,"Apr 02, 2025 08:59 AM"
321,GREEN,yellow,yellow,1304.0,True,"Apr 02, 2025 08:59 AM"
322,GREEN,red,red,2734.0,True,"Apr 02, 2025 08:59 AM"
323,BLUE,yellow,yellow,1990.0,True,"Apr 02, 2025 08:59 AM"
324,RED,blue,blue,1781.0,True,"Apr 02, 2025 08:59 AM"
325,GREEN,red,red,2360.0,True,"Apr 02, 2025 09:00 AM"
326,YELLOW,yellow,yellow,1471.0,True,"Apr 02, 2025 09:23 AM"
327,BLUE,blue,blue,1410.0,True,"Apr 02, 2025 09:23 AM"
328,GREEN,red,red,1957.0,True,"Apr 02, 2025 09:23 AM"
329,BLUE,blue,blue,1328.0,True,"Apr 02, 2025 09:23 AM"
330,YELLOW,yellow,yellow,1101.0,True,"Apr 02, 2025 09:23 AM"
331,RED,blue,blue,1727.0,True,"Apr 02, 2025 09:23 AM"
332,YELLOW,red,red,1395.0,True,"Apr 02, 2025 09:23 AM"
333,BLUE,red,red,1736.0,True,"Apr 02, 2025 09:23 AM"
334,GREEN,yellow,yellow,1377.0,True,"Apr 02, 2025 09:23 AM"
335,YELLOW,red,red,1272.0,True,"Apr 02, 2025 09:23 AM"
336,GREEN,red,red,1575.0,True,"Apr 02, 2025 09:23 AM"
337,RED,yellow,yellow,1464.0,True,"Apr 02, 2025 09:23 AM"
338,YELLOW,blue,blue,1711.0,True,"Apr 02, 2025 09:23 AM"
339,RED,red,red,1333.0,True,"Apr 02, 2025 09:23 AM"
340,GREEN,green,green,1265.0,True,"Apr 02, 2025 09:23 AM"
341,BLUE,red,red,1560.0,True,"Apr 02, 2025 09:23 AM"
342,RED,red,red,1213.0,True,"Apr 02, 2025 09:23 AM"
343,YELLOW,yellow,yellow,1043.0,True,"Apr 02, 2025 09:23 AM"
344,RED,green,green,1560.0,True,"Apr 02, 2025 09:23 AM"
345,BLUE,red,red,1459.0,True,"Apr 02, 2025 09:23 AM"
346,RED,yellow,yellow,2508.0,True,"Apr 02, 2025 09:30 AM"
347,RED,blue,yellow,2381.0,False,"Apr 02, 2025 09:30 AM"
348,BLUE,green,yellow,4882.0,False,"Apr 02, 2025 09:31 AM"
349,BLUE,blue,blue,3158.0,True,"Apr 02, 2025 09:31 AM"
350,RED,red,blue,2121.0,False,"Apr 02, 2025 09:31 AM"
351,GREEN,blue,blue,2790.0,True,"Apr 02, 2025 09:31 AM"
352,RED,yellow,yellow,1593.0,True,"Apr 02, 2025 09:31 AM"
353,RED,yellow,yellow,2273.0,True,"Apr 02, 2025 09:31 AM"
354,YELLOW,yellow,yellow,1827.0,True,"Apr 02, 2025 09:31 AM"
355,RED,red,blue,2173.0,False,"Apr 02, 2025 09:31 AM"
356,RED,blue,blue,2089.0,True,"Apr 02, 2025 09:31 AM"
357,RED,red,red,1528.0,True,"Apr 02, 2025 09:31 AM"
358,BLUE,green,blue,1809.0,False,"Apr 02, 2025 09:31 AM"
359,BLUE,red,red,3636.0,True,"Apr 02, 2025 09:31 AM"
360,RED,yellow,yellow,1759.0,True,"Apr 02, 2025 09:31 AM"
361,YELLOW,red,red,2406.0,True,"Apr 02, 2025 09:31 AM"
362,YELLOW,green,yellow,1704.0,False,"Apr 02, 2025 09:31 AM"
363,GREEN,yellow,yellow,2595.0,True,"Apr 02, 2025 09:31 AM"
364,GREEN,yellow,yellow,1925.0,True,"Apr 02, 2025 09:31 AM"
365,RED,blue,blue,3455.0,True,"Apr 02, 2025 09:31 AM"
366,GREEN,green,green,1949.0,True,"Apr 02, 2025 09:34 AM"
367,RED,blue,blue,2067.0,True,"Apr 02, 2025 09:34 AM"
368,GREEN,blue,yellow,1589.0,False,"Apr 02, 2025 09:34 AM"
369,RED,red,red,2068.0,True,"Apr 02, 2025 09:34 AM"
370,BLUE,red,red,2021.0,True,"Apr 02, 2025 09:34 AM"
371,BLUE,blue,blue,1402.0,True,"Apr 02, 2025 09:34 AM"
372,RED,green,green,2606.0,True,"Apr 02, 2025 09:34 AM"
373,BLUE,red,red,1736.0,True,"Apr 02, 2025 09:35 AM"
374,BLUE,red,red,2449.0,True,"Apr 02, 2025 09:35 AM"
375,RED,blue,blue,1492.0,True,"Apr 02, 2025 09:35 AM"
376,YELLOW,yellow,yellow,1520.0,True,"Apr 02, 2025 09:35 AM"
377,BLUE,green,green,1518.0,True,"Apr 02, 2025 09:35 AM"
378,BLUE,yellow,yellow,1503.0,True,"Apr 02, 2025 09:35 AM"
379,BLUE,red,red,1301.0,True,"Apr 02, 2025 09:35 AM"
380,RED,red,red,1201.0,True,"Apr 02, 2025 09:35 AM"
381,RED,green,green,1569.0,True,"Apr 02, 2025 09:35 AM"
382,YELLOW,yellow,yellow,1169.0,True,"Apr 02, 2025 09:35 AM"
383,RED,green,green,1602.0,True,"Apr 02, 2025 09:35 AM"
384,YELLOW,blue,blue,1552.0,True,"Apr 02, 2025 09:35 AM"
385,GREEN,blue,green,1603.0,False,"Apr 02, 2025 09:35 AM"
386,BLUE,red,red,5630.0,True,"Apr 02, 2025 09:47 AM"
387,BLUE,green,green,4547.0,True,"Apr 02, 2025 09:47 AM"
388,BLUE,blue,green,1086.0,False,"Apr 02, 2025 09:47 AM"
389,RED,red,red,5096.0,True,"Apr 02, 2025 09:47 AM"
390,YELLOW,yellow,yellow,5409.0,True,"Apr 02, 2025 09:47 AM"
391,GREEN,yellow,yellow,2807.0,True,"Apr 02, 2025 09:47 AM"
392,RED,yellow,yellow,2194.0,True,"Apr 02, 2025 09:47 AM"
393,GREEN,blue,blue,1830.0,True,"Apr 02, 2025 09:47 AM"
394,BLUE,red,red,1812.0,True,"Apr 02, 2025 09:47 AM"
395,YELLOW,red,red,1739.0,True,"Apr 02, 2025 09:47 AM"
396,RED,blue,blue,3711.0,True,"Apr 02, 2025 09:47 AM"
397,BLUE,green,green,2524.0,True,"Apr 02, 2025 09:47 AM"
398,YELLOW,blue,blue,2002.0,True,"Apr 02, 2025 09:47 AM"
399,RED,yellow,yellow,1823.0,True,"Apr 02, 2025 09:47 AM"
400,GREEN,green,green,1836.0,True,"Apr 02, 2025 09:47 AM"
401,RED,blue,blue,3577.0,True,"Apr 02, 2025 09:47 AM"
402,GREEN,red,red,1971.0,True,"Apr 02, 2025 09:47 AM"
403,YELLOW,green,green,1900.0,True,"Apr 02, 2025 09:47 AM"
404,GREEN,red,red,1416.0,True,"Apr 02, 2025 09:47 AM"
405,RED,green,green,2626.0,True,"Apr 02, 2025 09:47 AM"
406,BLUE,yellow,yellow,4119.0,True,"Apr 02, 2025 09:47 AM"
407,YELLOW,blue,blue,2079.0,True,"Apr 02, 2025 09:48 AM"
408,RED,red,red,1733.0,True,"Apr 02, 2025 09:48 AM"
409,GREEN,yellow,yellow,1793.0,True,"Apr 02, 2025 09:48 AM"
410,YELLOW,green,yellow,2801.0,False,"Apr 02, 2025 09:48 AM"
411,BLUE,red,red,1722.0,True,"Apr 02, 2025 09:48 AM"
412,GREEN,blue,blue,1725.0,True,"Apr 02, 2025 09:48 AM"
413,BLUE,red,red,1391.0,True,"Apr 02, 2025 09:48 AM"
414,YELLOW,red,red,2724.0,True,"Apr 02, 2025 09:48 AM"
415,GREEN,red,red,2245.0,True,"Apr 02, 2025 09:48 AM"
416,BLUE,blue,blue,1301.0,True,"Apr 02, 2025 09:48 AM"
417,YELLOW,red,red,3669.0,True,"Apr 02, 2025 09:48 AM"
418,BLUE,green,green,1498.0,True,"Apr 02, 2025 09:48 AM"
419,YELLOW,blue,blue,1550.0,True,"Apr 02, 2025 09:48 AM"
420,BLUE,yellow,yellow,2423.0,True,"Apr 02, 2025 09:48 AM"
421,GREEN,yellow,yellow,1444.0,True,"Apr 02, 2025 09:48 AM"
422,BLUE,green,green,1204.0,True,"Apr 02, 2025 09:48 AM"
423,RED,red,red,2083.0,True,"Apr 02, 2025 09:48 AM"
424,BLUE,red,red,2017.0,True,"Apr 02, 2025 09:48 AM"
425,RED,yellow,yellow,1298.0,True,"Apr 02, 2025 09:48 AM"
426,GREEN,green,green,4648.0,True,"Apr 02, 2025 10:14 AM"
427,RED,red,red,1725.0,True,"Apr 02, 2025 10:14 AM"
428,GREEN,green,green,2099.0,True,"Apr 02, 2025 10:14 AM"
429,YELLOW,yellow,yellow,1974.0,True,"Apr 02, 2025 10:14 AM"
430,YELLOW,red,red,1800.0,True,"Apr 02, 2025 10:14 AM"
431,BLUE,yellow,yellow,2768.0,True,"Apr 02, 2025 10:14 AM"
432,BLUE,red,red,1259.0,True,"Apr 02, 2025 10:14 AM"
433,YELLOW,blue,blue,2127.0,True,"Apr 02, 2025 10:14 AM"
434,YELLOW,yellow,yellow,1535.0,True,"Apr 02, 2025 10:14 AM"
435,GREEN,yellow,yellow,2295.0,True,"Apr 02, 2025 10:14 AM"
436,GREEN,yellow,yellow,1401.0,True,"Apr 02, 2025 10:14 AM"
437,BLUE,red,red,1458.0,True,"Apr 02, 2025 10:14 AM"
438,YELLOW,yellow,yellow,1561.0,True,"Apr 02, 2025 10:14 AM"
439,BLUE,yellow,yellow,1267.0,True,"Apr 02, 2025 10:21 AM"
440,BLUE,blue,blue,1267.0,True,"Apr 02, 2025 10:21 AM"
441,BLUE,red,red,1450.0,True,"Apr 02, 2025 10:21 AM"
442,BLUE,green,green,966.0,True,"Apr 02, 2025 10:21 AM"
443,GREEN,blue,blue,1017.0,True,"Apr 02, 2025 10:21 AM"
444,BLUE,green,green,1166.0,True,"Apr 02, 2025 10:21 AM"
445,RED,yellow,yellow,1600.0,True,"Apr 02, 2025 10:21 AM"
446,GREEN,green,green,3167.0,True,"Apr 02, 2025 10:21 AM"
447,GREEN,yellow,yellow,1350.0,True,"Apr 02, 2025 10:21 AM"
448,YELLOW,red,red,2433.0,True,"Apr 02, 2025 10:21 AM"
449,RED,red,red,2283.0,True,"Apr 02, 2025 10:21 AM"
450,YELLOW,green,yellow,3808.0,False,"Apr 02, 2025 10:34 AM"
451,RED,green,red,1254.0,False,"Apr 02, 2025 10:34 AM"
452,YELLOW,red,yellow,1538.0,False,"Apr 02, 2025 10:34 AM"
453,YELLOW,yellow,yellow,2953.0,True,"Apr 02, 2025 10:34 AM"
454,YELLOW,blue,blue,1293.0,True,"Apr 02, 2025 10:34 AM"
455,YELLOW,blue,blue,1174.0,True,"Apr 02, 2025 10:34 AM"
456,YELLOW,blue,blue,1659.0,True,"Apr 02, 2025 10:34 AM"
457,YELLOW,yellow,yellow,1632.0,True,"Apr 02, 2025 10:34 AM"
458,RED,blue,blue,1829.0,True,"Apr 02, 2025 10:34 AM"
459,RED,green,green,3973.0,True,"Apr 02, 2025 10:34 AM"
460,GREEN,blue,blue,1568.0,True,"Apr 02, 2025 10:34 AM"
461,GREEN,green,green,1676.0,True,"Apr 02, 2025 10:34 AM"
462,GREEN,green,green,1522.0,True,"Apr 02, 2025 10:34 AM"
463,YELLOW,red,red,1812.0,True,"Apr 02, 2025 10:34 AM"
464,GREEN,red,red,2323.0,True,"Apr 02, 2025 10:44 AM"
465,BLUE,yellow,yellow,2039.0,True,"Apr 02, 2025 10:44 AM"
466,RED,blue,blue,1422.0,True,"Apr 02, 2025 10:44 AM"
467,GREEN,red,red,1322.0,True,"Apr 02, 2025 10:44 AM"
468,BLUE,red,red,980.0,True,"Apr 02, 2025 10:44 AM"
469,RED,red,red,1310.0,True,"Apr 02, 2025 10:44 AM"
470,BLUE,yellow,yellow,1381.0,True,"Apr 02, 2025 10:44 AM"
471,YELLOW,yellow,yellow,1187.0,True,"Apr 02, 2025 10:44 AM"
472,YELLOW,blue,blue,2205.0,True,"Apr 02, 2025 10:44 AM"
473,BLUE,yellow,yellow,2299.0,True,"Apr 02, 2025 10:44 AM"
474,BLUE,blue,blue,1589.0,True,"Apr 02, 2025 10:44 AM"
475,RED,yellow,yellow,2089.0,True,"Apr 02, 2025 10:44 AM"
476,RED,red,red,1298.0,True,"Apr 02, 2025 10:44 AM"
477,BLUE,red,red,1997.0,True,"Apr 02, 2025 10:44 AM"
478,YELLOW,blue,blue,2190.0,True,"Apr 02, 2025 10:44 AM"
479,GREEN,blue,blue,2132.0,True,"Apr 02, 2025 10:14 AM"
480,GREEN,red,red,3055.0,True,"Apr 02, 2025 10:14 AM"
481,YELLOW,red,red,1805.0,True,"Apr 02, 2025 10:14 AM"
482,YELLOW,yellow,yellow,1319.0,True,"Apr 02, 2025 10:14 AM"
483,YELLOW,blue,blue,1792.0,True,"Apr 02, 2025 10:14 AM"
484,RED,yellow,yellow,2185.0,True,"Apr 02, 2025 10:14 AM"
485,GREEN,yellow,yellow,2018.0,True,"Apr 02, 2025 10:14 AM"
486,GREEN,yellow,yellow,1384.0,True,"Apr 02, 2025 10:21 AM"
487,GREEN,yellow,yellow,3266.0,True,"Apr 02, 2025 10:21 AM"
488,RED,blue,blue,2667.0,True,"Apr 02, 2025 10:21 AM"
489,BLUE,yellow,yellow,1133.0,True,"Apr 02, 2025 10:21 AM"
490,GREEN,green,green,984.0,True,"Apr 02, 2025 10:21 AM"
491,GREEN,red,red,1734.0,True,"Apr 02, 2025 10:21 AM"
492,RED,green,green,1400.0,True,"Apr 02, 2025 10:21 AM"
493,BLUE,blue,blue,3367.0,True,"Apr 02, 2025 10:21 AM"
494,RED,yellow,yellow,2966.0,True,"Apr 02, 2025 10:21 AM"
495,RED,yellow,green,5486.0,False,"Apr 02, 2025 10:34 AM"
496,BLUE,blue,blue,2678.0,True,"Apr 02, 2025 10:34 AM"
497,YELLOW,green,yellow,1680.0,False,"Apr 02, 2025 10:34 AM"
498,GREEN,red,red,2197.0,True,"Apr 02, 2025 10:34 AM"
499,RED,green,green,3198.0,True,"Apr 02, 2025 10:34 AM"
500,GREEN,green,green,1915.0,True,"Apr 02, 2025 10:34 AM"
501,GREEN,red,red,1877.0,True,"Apr 02, 2025 10:34 AM"
502,BLUE,blue,blue,3596.0,True,"Apr 02, 2025 10:34 AM"
503,GREEN,red,red,1999.0,True,"Apr 02, 2025 10:34 AM"
504,BLUE,blue,blue,2797.0,True,"Apr 02, 2025 10:34 AM"
505,YELLOW,green,green,3182.0,True,"Apr 02, 2025 10:44 AM"
506,YELLOW,red,red,1140.0,True,"Apr 02, 2025 10:44 AM"
507,GREEN,blue,blue,1883.0,True,"Apr 02, 2025 10:44 AM"
508,RED,green,green,1499.0,True,"Apr 02, 2025 10:44 AM"
509,BLUE,blue,blue,2513.0,True,"Apr 02, 2025 10:44 AM"
510,BLUE,green,green,2104.0,True,"Apr 02, 2025 10:51 AM"
511,BLUE,blue,blue,2127.0,True,"Apr 02, 2025 10:51 AM"
512,GREEN,red,red,1732.0,True,"Apr 02, 2025 10:52 AM"
513,RED,red,red,1082.0,True,"Apr 02, 2025 10:52 AM"
514,GREEN,yellow,yellow,1582.0,True,"Apr 02, 2025 10:52 AM"
515,YELLOW,red,red,1900.0,True,"Apr 02, 2025 10:52 AM"
516,BLUE,red,red,1314.0,True,"Apr 02, 2025 10:52 AM"
517,RED,yellow,yellow,1682.0,True,"Apr 02, 2025 10:52 AM"
518,BLUE,red,red,1382.0,True,"Apr 02, 2025 10:52 AM"
519,RED,green,green,1648.0,True,"Apr 02, 2025 10:52 AM"
520,YELLOW,blue,blue,1398.0,True,"Apr 02, 2025 10:52 AM"
521,GREEN,green,green,1366.0,True,"Apr 02, 2025 10:52 AM"
522,BLUE,green,green,1366.0,True,"Apr 02, 2025 10:52 AM"
523,YELLOW,red,red,1531.0,True,"Apr 02, 2025 10:52 AM"
524,YELLOW,blue,blue,1616.0,True,"Apr 02, 2025 10:52 AM"
525,RED,red,red,1450.0,True,"Apr 02, 2025 10:52 AM"
526,RED,blue,blue,1798.0,True,"Apr 02, 2025 10:52 AM"
527,YELLOW,green,green,1299.0,True,"Apr 02, 2025 10:52 AM"
528,GREEN,red,red,1598.0,True,"Apr 02, 2025 10:52 AM"
529,YELLOW,blue,blue,1466.0,True,"Apr 02, 2025 10:52 AM"
530,RED,yellow,yellow,2330.0,True,"Apr 02, 2025 11:06 AM"
531,RED,red,red,2423.0,True,"Apr 02, 2025 11:06 AM"
532,YELLOW,red,red,1607.0,True,"Apr 02, 2025 11:06 AM"
533,RED,green,green,1248.0,True,"Apr 02, 2025 11:06 AM"
534,YELLOW,green,green,1208.0,True,"Apr 02, 2025 11:07 AM"
535,BLUE,blue,blue,1136.0,True,"Apr 02, 2025 11:07 AM"
536,GREEN,yellow,yellow,1231.0,True,"Apr 02, 2025 11:07 AM"
537,RED,yellow,yellow,1399.0,True,"Apr 02, 2025 11:07 AM"
538,BLUE,green,green,2415.0,True,"Apr 02, 2025 11:07 AM"
539,RED,green,green,2591.0,True,"Apr 02, 2025 11:07 AM"
540,BLUE,blue,blue,1456.0,True,"Apr 02, 2025 11:07 AM"
541,GREEN,red,red,1912.0,True,"Apr 02, 2025 11:07 AM"
542,RED,yellow,yellow,1376.0,True,"Apr 02, 2025 11:07 AM"
543,BLUE,green,green,1447.0,True,"Apr 02, 2025 11:07 AM"
544,YELLOW,blue,blue,2424.0,True,"Apr 02, 2025 11:07 AM"
545,YELLOW,green,green,1248.0,True,"Apr 02, 2025 11:07 AM"
546,RED,blue,blue,1920.0,True,"Apr 02, 2025 11:07 AM"
547,BLUE,green,green,2456.0,True,"Apr 02, 2025 11:07 AM"
548,YELLOW,green,green,952.0,True,"Apr 02, 2025 11:07 AM"
549,BLUE,green,green,832.0,True,"Apr 02, 2025 11:07 AM"
550,RED,red,red,1432.0,True,"Apr 02, 2025 11:19 AM"
551,GREEN,red,red,2347.0,True,"Apr 02, 2025 11:19 AM"
552,GREEN,red,red,4221.0,True,"Apr 02, 2025 11:19 AM"
553,BLUE,red,red,1714.0,True,"Apr 02, 2025 11:19 AM"
554,BLUE,red,red,1576.0,True,"Apr 02, 2025 11:19 AM"
555,GREEN,red,red,1172.0,True,"Apr 02, 2025 11:19 AM"
556,GREEN,green,green,1991.0,True,"Apr 02, 2025 11:19 AM"
557,BLUE,green,green,1868.0,True,"Apr 02, 2025 11:19 AM"
558,YELLOW,green,green,1221.0,True,"Apr 02, 2025 11:19 AM"
559,YELLOW,red,red,1363.0,True,"Apr 02, 2025 11:19 AM"
560,BLUE,yellow,yellow,1477.0,True,"Apr 02, 2025 11:20 AM"
561,RED,red,red,1200.0,True,"Apr 02, 2025 11:20 AM"
562,GREEN,yellow,yellow,1562.0,True,"Apr 02, 2025 11:20 AM"
563,BLUE,blue,blue,1533.0,True,"Apr 02, 2025 11:20 AM"
564,GREEN,blue,blue,1860.0,True,"Apr 02, 2025 11:20 AM"
565,GREEN,blue,blue,1214.0,True,"Apr 02, 2025 11:20 AM"
566,YELLOW,yellow,yellow,1390.0,True,"Apr 02, 2025 11:20 AM"
567,BLUE,yellow,yellow,1284.0,True,"Apr 02, 2025 11:20 AM"
568,RED,green,green,1563.0,True,"Apr 02, 2025 11:20 AM"
569,BLUE,blue,blue,1231.0,True,"Apr 02, 2025 11:20 AM"
570,YELLOW,red,red,3493.0,True,"Apr 02, 2025 11:50 AM"
571,GREEN,blue,green,2078.0,False,"Apr 02, 2025 11:50 AM"
572,GREEN,blue,blue,2633.0,True,"Apr 02, 2025 11:50 AM"
573,BLUE,yellow,yellow,5702.0,True,"Apr 02, 2025 11:50 AM"
574,GREEN,blue,blue,1704.0,True,"Apr 02, 2025 11:50 AM"
575,GREEN,yellow,yellow,2511.0,True,"Apr 02, 2025 11:50 AM"
576,GREEN,red,red,1569.0,True,"Apr 02, 2025 11:50 AM"
577,GREEN,green,green,1824.0,True,"Apr 02, 2025 11:51 AM"
578,YELLOW,green,green,2983.0,True,"Apr 02, 2025 11:51 AM"
579,YELLOW,red,red,1687.0,True,"Apr 02, 2025 11:51 AM"
580,YELLOW,green,green,2239.0,True,"Apr 02, 2025 11:51 AM"
581,GREEN,green,green,2007.0,True,"Apr 02, 2025 11:51 AM"
582,YELLOW,green,green,2527.0,True,"Apr 02, 2025 11:51 AM"
583,BLUE,blue,blue,2016.0,True,"Apr 02, 2025 11:51 AM"
584,GREEN,blue,blue,2360.0,True,"Apr 02, 2025 11:51 AM"
585,BLUE,blue,blue,1208.0,True,"Apr 02, 2025 11:51 AM"
586,BLUE,green,green,2616.0,True,"Apr 02, 2025 11:51 AM"
587,YELLOW,yellow,yellow,2496.0,True,"Apr 02, 2025 11:51 AM"
588,YELLOW,blue,blue,3832.0,True,"Apr 02, 2025 11:51 AM"
589,GREEN,blue,blue,1648.0,True,"Apr 02, 2025 11:51 AM"
590,BLUE,green,green,2544.0,True,"Apr 02, 2025 11:52 AM"
591,RED,blue,blue,1968.0,True,"Apr 02, 2025 11:52 AM"
592,YELLOW,yellow,yellow,2790.0,True,"Apr 02, 2025 11:52 AM"
593,BLUE,blue,blue,3408.0,True,"Apr 02, 2025 11:52 AM"
594,BLUE,blue,blue,1784.0,True,"Apr 02, 2025 11:51 AM"
595,RED,green,green,1319.0,True,"Apr 02, 2025 11:51 AM"
596,BLUE,yellow,yellow,1320.0,True,"Apr 02, 2025 11:52 AM"
597,RED,blue,blue,2392.0,True,"Apr 02, 2025 11:51 AM"
598,YELLOW,red,red,1846.0,True,"Apr 02, 2025 11:51 AM"
599,BLUE,green,green,2377.0,True,"Apr 02, 2025 11:51 AM"
600,YELLOW,green,green,3367.0,True,"Apr 02, 2025 11:52 AM"
601,RED,green,green,2185.0,True,"Apr 02, 2025 11:52 AM"
602,RED,red,red,1747.0,True,"Apr 02, 2025 11:51 AM"
603,BLUE,red,red,1879.0,True,"Apr 02, 2025 11:51 AM"
604,RED,green,green,2031.0,True,"Apr 02, 2025 11:51 AM"
605,GREEN,green,green,1280.0,True,"Apr 02, 2025 11:51 AM"
606,RED,red,red,3095.0,True,"Apr 02, 2025 11:52 AM"
607,YELLOW,red,red,1257.0,True,"Apr 02, 2025 11:52 AM"
608,YELLOW,blue,blue,2712.0,True,"Apr 02, 2025 11:52 AM"
609,YELLOW,blue,blue,3439.0,True,"Apr 02, 2025 11:52 AM"
610,RED,green,red,2172.0,False,"Apr 02, 2025 11:54 AM"
611,BLUE,green,blue,1720.0,False,"Apr 02, 2025 11:54 AM"
612,BLUE,yellow,blue,2197.0,False,"Apr 02, 2025 11:54 AM"
613,BLUE,blue,blue,1694.0,True,"Apr 02, 2025 11:54 AM"
614,GREEN,red,green,1275.0,False,"Apr 02, 2025 11:54 AM"
615,GREEN,blue,green,1294.0,False,"Apr 02, 2025 11:54 AM"
616,RED,red,red,1331.0,True,"Apr 02, 2025 11:54 AM"
617,YELLOW,green,red,512.0,False,"Apr 02, 2025 11:54 AM"
618,BLUE,blue,yellow,1277.0,False,"Apr 02, 2025 11:54 AM"
619,YELLOW,green,yellow,1920.0,False,"Apr 02, 2025 11:54 AM"
620,GREEN,blue,green,1348.0,False,"Apr 02, 2025 11:54 AM"
