,word,color,response,reaction_time,is_correct,time
164,RED,red,red,12323.0,True,"Apr 02, 2025 08:53 AM"
165,RED,blue,red,5254.0,False,"Apr 02, 2025 08:53 AM"
166,BLUE,blue,blue,1652.0,True,"Apr 02, 2025 08:53 AM"
167,YELLOW,red,yellow,2547.0,False,"Apr 02, 2025 08:53 AM"
168,RED,red,red,3451.0,True,"Apr 02, 2025 08:53 AM"
169,BLUE,red,blue,1245.0,False,"Apr 02, 2025 08:53 AM"
170,BLUE,green,green,2771.0,True,"Apr 02, 2025 08:53 AM"
171,RED,yellow,yellow,2813.0,True,"Apr 02, 2025 08:53 AM"
172,YELLOW,blue,blue,2081.0,True,"Apr 02, 2025 08:53 AM"
173,YELLOW,yellow,yellow,2022.0,True,"Apr 02, 2025 08:53 AM"
174,GREEN,green,green,1983.0,True,"Apr 02, 2025 08:53 AM"
175,YELLOW,green,green,5130.0,True,"Apr 02, 2025 08:53 AM"
176,GREEN,red,red,2062.0,True,"Apr 02, 2025 08:53 AM"
177,BLUE,blue,blue,1856.0,True,"Apr 02, 2025 08:53 AM"
178,RED,green,green,1896.0,True,"Apr 02, 2025 08:53 AM"
179,BLUE,blue,blue,2658.0,True,"Apr 02, 2025 08:53 AM"
180,BLUE,yellow,yellow,4253.0,True,"Apr 02, 2025 08:53 AM"
181,GREEN,yellow,yellow,1880.0,True,"Apr 02, 2025 08:53 AM"
182,GREEN,yellow,yellow,1796.0,True,"Apr 02, 2025 08:53 AM"
183,GREEN,green,green,2500.0,True,"Apr 02, 2025 08:53 AM"
184,RED,yellow,yellow,2398.0,True,"Apr 02, 2025 08:53 AM"
185,GREEN,blue,blue,1792.0,True,"Apr 02, 2025 08:53 AM"
186,BLUE,yellow,yellow,2164.0,True,"Apr 02, 2025 08:53 AM"
187,GREEN,yellow,yellow,1958.0,True,"Apr 02, 2025 08:53 AM"
188,GREEN,yellow,yellow,1568.0,True,"Apr 02, 2025 08:53 AM"
189,RED,yellow,yellow,4040.0,True,"Apr 02, 2025 08:53 AM"
190,RED,red,red,1656.0,True,"Apr 02, 2025 08:53 AM"
191,RED,red,red,944.0,True,"Apr 02, 2025 08:53 AM"
192,YELLOW,green,green,2695.0,True,"Apr 02, 2025 08:53 AM"
193,BLUE,yellow,yellow,1809.0,True,"Apr 02, 2025 08:53 AM"
194,RED,blue,blue,1763.0,True,"Apr 02, 2025 08:53 AM"
195,BLUE,yellow,yellow,7416.0,True,"Apr 02, 2025 08:53 AM"
196,BLUE,yellow,yellow,1463.0,True,"Apr 02, 2025 08:53 AM"
197,YELLOW,green,green,1803.0,True,"Apr 02, 2025 08:53 AM"
198,YELLOW,green,green,1710.0,True,"Apr 02, 2025 08:53 AM"
199,GREEN,blue,blue,2667.0,True,"Apr 02, 2025 08:53 AM"
200,GREEN,red,red,2095.0,True,"Apr 02, 2025 08:53 AM"
201,RED,yellow,yellow,1629.0,True,"Apr 02, 2025 08:54 AM"
202,GREEN,yellow,yellow,1596.0,True,"Apr 02, 2025 08:54 AM"
203,BLUE,red,red,2590.0,True,"Apr 02, 2025 08:54 AM"
204,YELLOW,red,red,1938.0,True,"Apr 02, 2025 08:54 AM"
205,YELLOW,red,red,2330.0,True,"Apr 02, 2025 08:54 AM"
206,YELLOW,yellow,yellow,1494.0,True,"Apr 02, 2025 08:54 AM"
207,YELLOW,green,green,1597.0,True,"Apr 02, 2025 08:54 AM"
208,YELLOW,red,red,1553.0,True,"Apr 02, 2025 08:54 AM"
209,BLUE,red,red,1365.0,True,"Apr 02, 2025 08:54 AM"
210,BLUE,blue,blue,1595.0,True,"Apr 02, 2025 08:54 AM"
211,YELLOW,green,green,1214.0,True,"Apr 02, 2025 08:54 AM"
212,YELLOW,yellow,yellow,1808.0,True,"Apr 02, 2025 08:54 AM"
213,YELLOW,green,blue,3644.0,False,"Apr 02, 2025 08:54 AM"
214,YELLOW,blue,blue,1544.0,True,"Apr 02, 2025 08:54 AM"
215,GREEN,red,red,1879.0,True,"Apr 02, 2025 08:54 AM"
216,GREEN,blue,red,4033.0,False,"Apr 02, 2025 08:54 AM"
217,GREEN,yellow,yellow,2561.0,True,"Apr 02, 2025 08:54 AM"
218,RED,red,red,1201.0,True,"Apr 02, 2025 08:54 AM"
219,RED,green,green,1713.0,True,"Apr 02, 2025 08:54 AM"
220,YELLOW,blue,blue,1458.0,True,"Apr 02, 2025 08:54 AM"
221,GREEN,blue,red,1313.0,False,"Apr 02, 2025 08:54 AM"
222,RED,green,green,1585.0,True,"Apr 02, 2025 08:54 AM"
223,RED,yellow,yellow,1404.0,True,"Apr 02, 2025 08:54 AM"
224,GREEN,yellow,green,3358.0,False,"Apr 02, 2025 08:54 AM"
225,YELLOW,blue,yellow,3745.0,False,"Apr 02, 2025 08:57 AM"
226,BLUE,yellow,yellow,1732.0,True,"Apr 02, 2025 08:57 AM"
227,BLUE,green,green,4350.0,True,"Apr 02, 2025 08:57 AM"
228,BLUE,blue,blue,2099.0,True,"Apr 02, 2025 08:57 AM"
229,YELLOW,green,green,2149.0,True,"Apr 02, 2025 08:57 AM"
230,BLUE,red,red,1899.0,True,"Apr 02, 2025 08:57 AM"
231,YELLOW,yellow,yellow,2694.0,True,"Apr 02, 2025 08:59 AM"
232,GREEN,blue,blue,1638.0,True,"Apr 02, 2025 08:59 AM"
233,YELLOW,red,red,1879.0,True,"Apr 02, 2025 08:59 AM"
234,YELLOW,blue,blue,3351.0,True,"Apr 02, 2025 08:59 AM"
235,GREEN,yellow,yellow,892.0,True,"Apr 02, 2025 08:59 AM"
236,RED,red,red,2107.0,True,"Apr 02, 2025 08:59 AM"
237,YELLOW,yellow,yellow,1226.0,True,"Apr 02, 2025 08:59 AM"
238,GREEN,blue,blue,1440.0,True,"Apr 02, 2025 08:59 AM"
239,BLUE,red,red,1220.0,True,"Apr 02, 2025 08:59 AM"
240,BLUE,red,red,3194.0,True,"Apr 02, 2025 08:54 AM"
241,YELLOW,green,green,5399.0,True,"Apr 02, 2025 08:57 AM"
242,GREEN,blue,blue,3231.0,True,"Apr 02, 2025 08:57 AM"
243,GREEN,red,green,2683.0,False,"Apr 02, 2025 08:57 AM"
244,YELLOW,yellow,yellow,1417.0,True,"Apr 02, 2025 08:57 AM"
245,BLUE,green,green,2781.0,True,"Apr 02, 2025 08:57 AM"
246,RED,green,green,2383.0,True,"Apr 02, 2025 08:57 AM"
247,YELLOW,blue,blue,5616.0,True,"Apr 02, 2025 08:59 AM"
248,BLUE,yellow,yellow,5057.0,True,"Apr 02, 2025 08:59 AM"
249,BLUE,green,green,4970.0,True,"Apr 02, 2025 08:59 AM"
250,BLUE,green,green,993.0,True,"Apr 02, 2025 08:59 AM"
251,RED,yellow,yellow,1180.0,True,"Apr 02, 2025 08:59 AM"
252,RED,red,red,888.0,True,"Apr 02, 2025 08:59 AM"
253,YELLOW,yellow,yellow,2967.0,True,"Apr 02, 2025 08:59 AM"
254,RED,yellow,yellow,1787.0,True,"Apr 02, 2025 08:59 AM"
255,BLUE,blue,blue,1432.0,True,"Apr 02, 2025 08:59 AM"
256,GREEN,yellow,yellow,3139.0,True,"Apr 02, 2025 09:00 AM"
257,BLUE,red,red,1616.0,True,"Apr 02, 2025 08:57 AM"
258,BLUE,red,red,2383.0,True,"Apr 02, 2025 08:57 AM"
259,YELLOW,blue,blue,4116.0,True,"Apr 02, 2025 08:57 AM"
260,YELLOW,blue,blue,2983.0,True,"Apr 02, 2025 08:57 AM"
261,BLUE,green,green,1683.0,True,"Apr 02, 2025 08:57 AM"
262,RED,blue,blue,1284.0,True,"Apr 02, 2025 08:59 AM"
263,YELLOW,blue,blue,2096.0,True,"Apr 02, 2025 08:59 AM"
264,GREEN,green,green,2031.0,True,"Apr 02, 2025 08:59 AM"
265,RED,yellow,yellow,4845.0,True,"Apr 02, 2025 08:59 AM"
266,GREEN,blue,blue,1811.0,True,"Apr 02, 2025 08:59 AM"
267,BLUE,green,green,1689.0,True,"Apr 02, 2025 08:59 AM"
268,YELLOW,green,green,3119.0,True,"Apr 02, 2025 08:59 AM"
269,YELLOW,red,red,1306.0,True,"Apr 02, 2025 08:59 AM"
270,GREEN,blue,blue,1477.0,True,"Apr 02, 2025 08:59 AM"
271,GREEN,blue,blue,3782.0,True,"Apr 02, 2025 08:59 AM"
272,GREEN,green,green,2200.0,True,"Apr 02, 2025 08:57 AM"
273,RED,yellow,yellow,1867.0,True,"Apr 02, 2025 08:57 AM"
274,YELLOW,green,green,5112.0,True,"Apr 02, 2025 08:57 AM"
275,BLUE,green,green,6846.0,True,"Apr 02, 2025 08:59 AM"
276,YELLOW,green,yellow,2628.0,False,"Apr 02, 2025 08:59 AM"
277,GREEN,red,red,2045.0,True,"Apr 02, 2025 08:59 AM"
278,BLUE,red,red,2332.0,True,"Apr 02, 2025 08:59 AM"
279,BLUE,blue,blue,1149.0,True,"Apr 02, 2025 08:59 AM"
280,RED,red,red,945.0,True,"Apr 02, 2025 08:59 AM"
281,GREEN,yellow,yellow,1304.0,True,"Apr 02, 2025 08:59 AM"
282,GREEN,red,red,2734.0,True,"Apr 02, 2025 08:59 AM"
283,BLUE,yellow,yellow,1990.0,True,"Apr 02, 2025 08:59 AM"
284,RED,blue,blue,1781.0,True,"Apr 02, 2025 08:59 AM"
285,GREEN,red,red,2360.0,True,"Apr 02, 2025 09:00 AM"
286,YELLOW,yellow,yellow,1471.0,True,"Apr 02, 2025 09:23 AM"
287,BLUE,blue,blue,1410.0,True,"Apr 02, 2025 09:23 AM"
288,GREEN,red,red,1957.0,True,"Apr 02, 2025 09:23 AM"
289,BLUE,blue,blue,1328.0,True,"Apr 02, 2025 09:23 AM"
290,YELLOW,yellow,yellow,1101.0,True,"Apr 02, 2025 09:23 AM"
291,RED,blue,blue,1727.0,True,"Apr 02, 2025 09:23 AM"
292,YELLOW,red,red,1395.0,True,"Apr 02, 2025 09:23 AM"
293,BLUE,red,red,1736.0,True,"Apr 02, 2025 09:23 AM"
294,GREEN,yellow,yellow,1377.0,True,"Apr 02, 2025 09:23 AM"
295,YELLOW,red,red,1272.0,True,"Apr 02, 2025 09:23 AM"
296,GREEN,red,red,1575.0,True,"Apr 02, 2025 09:23 AM"
297,RED,yellow,yellow,1464.0,True,"Apr 02, 2025 09:23 AM"
298,YELLOW,blue,blue,1711.0,True,"Apr 02, 2025 09:23 AM"
299,RED,red,red,1333.0,True,"Apr 02, 2025 09:23 AM"
300,GREEN,green,green,1265.0,True,"Apr 02, 2025 09:23 AM"
301,BLUE,red,red,1560.0,True,"Apr 02, 2025 09:23 AM"
302,RED,red,red,1213.0,True,"Apr 02, 2025 09:23 AM"
303,YELLOW,yellow,yellow,1043.0,True,"Apr 02, 2025 09:23 AM"
304,RED,green,green,1560.0,True,"Apr 02, 2025 09:23 AM"
305,BLUE,red,red,1459.0,True,"Apr 02, 2025 09:23 AM"
306,RED,yellow,yellow,2508.0,True,"Apr 02, 2025 09:30 AM"
307,RED,blue,yellow,2381.0,False,"Apr 02, 2025 09:30 AM"
308,BLUE,green,yellow,4882.0,False,"Apr 02, 2025 09:31 AM"
309,BLUE,blue,blue,3158.0,True,"Apr 02, 2025 09:31 AM"
310,RED,red,blue,2121.0,False,"Apr 02, 2025 09:31 AM"
311,GREEN,blue,blue,2790.0,True,"Apr 02, 2025 09:31 AM"
312,RED,yellow,yellow,1593.0,True,"Apr 02, 2025 09:31 AM"
313,RED,yellow,yellow,2273.0,True,"Apr 02, 2025 09:31 AM"
314,YELLOW,yellow,yellow,1827.0,True,"Apr 02, 2025 09:31 AM"
315,RED,red,blue,2173.0,False,"Apr 02, 2025 09:31 AM"
316,RED,blue,blue,2089.0,True,"Apr 02, 2025 09:31 AM"
317,RED,red,red,1528.0,True,"Apr 02, 2025 09:31 AM"
318,BLUE,green,blue,1809.0,False,"Apr 02, 2025 09:31 AM"
319,BLUE,red,red,3636.0,True,"Apr 02, 2025 09:31 AM"
320,RED,yellow,yellow,1759.0,True,"Apr 02, 2025 09:31 AM"
321,YELLOW,red,red,2406.0,True,"Apr 02, 2025 09:31 AM"
322,YELLOW,green,yellow,1704.0,False,"Apr 02, 2025 09:31 AM"
323,GREEN,yellow,yellow,2595.0,True,"Apr 02, 2025 09:31 AM"
324,GREEN,yellow,yellow,1925.0,True,"Apr 02, 2025 09:31 AM"
325,RED,blue,blue,3455.0,True,"Apr 02, 2025 09:31 AM"
326,GREEN,green,green,1949.0,True,"Apr 02, 2025 09:34 AM"
327,RED,blue,blue,2067.0,True,"Apr 02, 2025 09:34 AM"
328,GREEN,blue,yellow,1589.0,False,"Apr 02, 2025 09:34 AM"
329,RED,red,red,2068.0,True,"Apr 02, 2025 09:34 AM"
330,BLUE,red,red,2021.0,True,"Apr 02, 2025 09:34 AM"
331,BLUE,blue,blue,1402.0,True,"Apr 02, 2025 09:34 AM"
332,RED,green,green,2606.0,True,"Apr 02, 2025 09:34 AM"
333,BLUE,red,red,1736.0,True,"Apr 02, 2025 09:35 AM"
334,BLUE,red,red,2449.0,True,"Apr 02, 2025 09:35 AM"
335,RED,blue,blue,1492.0,True,"Apr 02, 2025 09:35 AM"
336,YELLOW,yellow,yellow,1520.0,True,"Apr 02, 2025 09:35 AM"
337,BLUE,green,green,1518.0,True,"Apr 02, 2025 09:35 AM"
338,BLUE,yellow,yellow,1503.0,True,"Apr 02, 2025 09:35 AM"
339,BLUE,red,red,1301.0,True,"Apr 02, 2025 09:35 AM"
340,RED,red,red,1201.0,True,"Apr 02, 2025 09:35 AM"
341,RED,green,green,1569.0,True,"Apr 02, 2025 09:35 AM"
342,YELLOW,yellow,yellow,1169.0,True,"Apr 02, 2025 09:35 AM"
343,RED,green,green,1602.0,True,"Apr 02, 2025 09:35 AM"
344,YELLOW,blue,blue,1552.0,True,"Apr 02, 2025 09:35 AM"
345,GREEN,blue,green,1603.0,False,"Apr 02, 2025 09:35 AM"
346,BLUE,red,red,5630.0,True,"Apr 02, 2025 09:47 AM"
347,BLUE,green,green,4547.0,True,"Apr 02, 2025 09:47 AM"
348,BLUE,blue,green,1086.0,False,"Apr 02, 2025 09:47 AM"
349,RED,red,red,5096.0,True,"Apr 02, 2025 09:47 AM"
350,YELLOW,yellow,yellow,5409.0,True,"Apr 02, 2025 09:47 AM"
351,GREEN,yellow,yellow,2807.0,True,"Apr 02, 2025 09:47 AM"
352,RED,yellow,yellow,2194.0,True,"Apr 02, 2025 09:47 AM"
353,GREEN,blue,blue,1830.0,True,"Apr 02, 2025 09:47 AM"
354,BLUE,red,red,1812.0,True,"Apr 02, 2025 09:47 AM"
355,YELLOW,red,red,1739.0,True,"Apr 02, 2025 09:47 AM"
356,RED,blue,blue,3711.0,True,"Apr 02, 2025 09:47 AM"
357,BLUE,green,green,2524.0,True,"Apr 02, 2025 09:47 AM"
358,YELLOW,blue,blue,2002.0,True,"Apr 02, 2025 09:47 AM"
359,RED,yellow,yellow,1823.0,True,"Apr 02, 2025 09:47 AM"
360,GREEN,green,green,1836.0,True,"Apr 02, 2025 09:47 AM"
361,RED,blue,blue,3577.0,True,"Apr 02, 2025 09:47 AM"
362,GREEN,red,red,1971.0,True,"Apr 02, 2025 09:47 AM"
363,YELLOW,green,green,1900.0,True,"Apr 02, 2025 09:47 AM"
